medium	description	compound	name
inost_medium	M9 medium containing m-Inositol as sole carbon source	mg2	Mg
inost_medium	M9 medium containing m-Inositol as sole carbon source	mn2	Mn2+
inost_medium	M9 medium containing m-Inositol as sole carbon source	mobd	Molybdate
inost_medium	M9 medium containing m-Inositol as sole carbon source	na1	Na+
inost_medium	M9 medium containing m-Inositol as sole carbon source	nh4	Ammonium
inost_medium	M9 medium containing m-Inositol as sole carbon source	ni2	Ni2+
inost_medium	M9 medium containing m-Inositol as sole carbon source	o2	O2
inost_medium	M9 medium containing m-Inositol as sole carbon source	pi	Phosphate
inost_medium	M9 medium containing m-Inositol as sole carbon source	so4	Sulfate
inost_medium	M9 medium containing m-Inositol as sole carbon source	zn2	Zn2+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	fum	Fumaric Acid
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	ca2	Ca2+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	cl	Cl-
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	cobalt2	Co2+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	cu2	Cu2+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	fe2	Fe2+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	fe3	Fe3+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	h2o	H2O
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	h	H+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	k	K+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	mg2	Mg
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	mn2	Mn2+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	mobd	Molybdate
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	na1	Na+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	nh4	Ammonium
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	ni2	Ni2+
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	o2	O2
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	pi	Phosphate
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	so4	Sulfate
fum_medium	M9 medium containing Fumaric Acid as sole carbon source	zn2	Zn2+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	glyclt	Glycolic Acid
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	ca2	Ca2+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	cl	Cl-
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	cobalt2	Co2+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	cu2	Cu2+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	fe2	Fe2+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	fe3	Fe3+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	h2o	H2O
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	h	H+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	k	K+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	mg2	Mg
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	mn2	Mn2+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	mobd	Molybdate
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	na1	Na+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	nh4	Ammonium
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	ni2	Ni2+
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	o2	O2
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	pi	Phosphate
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	so4	Sulfate
glyclt_medium	M9 medium containing Glycolic Acid as sole carbon source	zn2	Zn2+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	glyglu	Glycyl-L-Glutamic Acid
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	ca2	Ca2+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	cl	Cl-
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	cobalt2	Co2+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	cu2	Cu2+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	fe2	Fe2+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	fe3	Fe3+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	h2o	H2O
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	h	H+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	k	K+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	mg2	Mg
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	mn2	Mn2+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	mobd	Molybdate
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	na1	Na+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	nh4	Ammonium
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	ni2	Ni2+
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	o2	O2
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	pi	Phosphate
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	so4	Sulfate
glyglu_medium	M9 medium containing Glycyl-L-Glutamic Acid as sole carbon source	zn2	Zn2+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	mal__D	D-Malic Acid
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	ca2	Ca2+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	cl	Cl-
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	cobalt2	Co2+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	cu2	Cu2+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	fe2	Fe2+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	fe3	Fe3+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	h2o	H2O
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	h	H+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	k	K+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	mg2	Mg
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	mn2	Mn2+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	mobd	Molybdate
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	na1	Na+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	nh4	Ammonium
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	ni2	Ni2+
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	o2	O2
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	pi	Phosphate
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	so4	Sulfate
mal__D_medium	M9 medium containing D-Malic Acid as sole carbon source	zn2	Zn2+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	mal__L	L-Malic Acid
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	ca2	Ca2+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	cl	Cl-
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	cobalt2	Co2+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	cu2	Cu2+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	fe2	Fe2+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	fe3	Fe3+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	h2o	H2O
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	h	H+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	k	K+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	mg2	Mg
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	mn2	Mn2+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	mobd	Molybdate
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	na1	Na+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	nh4	Ammonium
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	ni2	Ni2+
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	o2	O2
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	pi	Phosphate
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	so4	Sulfate
mal__L_medium	M9 medium containing L-Malic Acid as sole carbon source	zn2	Zn2+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	ser__L	L-Serine
ser__L_medium	M9 medium containing L-Serine as sole carbon source	ca2	Ca2+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	cl	Cl-
ser__L_medium	M9 medium containing L-Serine as sole carbon source	cobalt2	Co2+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	cu2	Cu2+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	fe2	Fe2+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	fe3	Fe3+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	h2o	H2O
ser__L_medium	M9 medium containing L-Serine as sole carbon source	h	H+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	k	K+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	mg2	Mg
ser__L_medium	M9 medium containing L-Serine as sole carbon source	mn2	Mn2+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	mobd	Molybdate
ser__L_medium	M9 medium containing L-Serine as sole carbon source	na1	Na+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	nh4	Ammonium
ser__L_medium	M9 medium containing L-Serine as sole carbon source	ni2	Ni2+
ser__L_medium	M9 medium containing L-Serine as sole carbon source	o2	O2
ser__L_medium	M9 medium containing L-Serine as sole carbon source	pi	Phosphate
ser__L_medium	M9 medium containing L-Serine as sole carbon source	so4	Sulfate
ser__L_medium	M9 medium containing L-Serine as sole carbon source	zn2	Zn2+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	thr__L	L-Threonine
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	ca2	Ca2+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	cl	Cl-
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	cobalt2	Co2+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	cu2	Cu2+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	fe2	Fe2+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	fe3	Fe3+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	h2o	H2O
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	h	H+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	k	K+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	mg2	Mg
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	mn2	Mn2+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	mobd	Molybdate
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	na1	Na+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	nh4	Ammonium
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	ni2	Ni2+
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	o2	O2
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	pi	Phosphate
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	so4	Sulfate
thr__L_medium	M9 medium containing L-Threonine as sole carbon source	zn2	Zn2+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	ala__L	L-Alanine
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	ca2	Ca2+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	cl	Cl-
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	cobalt2	Co2+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	cu2	Cu2+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	fe2	Fe2+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	fe3	Fe3+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	h2o	H2O
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	h	H+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	k	K+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	mg2	Mg
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	mn2	Mn2+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	mobd	Molybdate
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	na1	Na+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	nh4	Ammonium
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	ni2	Ni2+
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	o2	O2
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	pi	Phosphate
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	so4	Sulfate
ala__L_medium	M9 medium containing L-Alanine as sole carbon source	zn2	Zn2+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	alagly	L-Alanyl-Glycine
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	ca2	Ca2+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	cl	Cl-
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	cobalt2	Co2+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	cu2	Cu2+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	fe2	Fe2+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	fe3	Fe3+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	h2o	H2O
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	h	H+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	k	K+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	mg2	Mg
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	mn2	Mn2+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	mobd	Molybdate
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	na1	Na+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	nh4	Ammonium
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	ni2	Ni2+
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	o2	O2
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	pi	Phosphate
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	so4	Sulfate
alagly_medium	M9 medium containing L-Alanyl-Glycine as sole carbon source	zn2	Zn2+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	galur	D-Galacturonic Acid
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	ca2	Ca2+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	cl	Cl-
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	cobalt2	Co2+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	cu2	Cu2+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	fe2	Fe2+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	fe3	Fe3+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	h2o	H2O
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	h	H+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	k	K+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	mg2	Mg
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	mn2	Mn2+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	mobd	Molybdate
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	na1	Na+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	nh4	Ammonium
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	ni2	Ni2+
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	o2	O2
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	pi	Phosphate
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	so4	Sulfate
galur_medium	M9 medium containing D-Galacturonic Acid as sole carbon source	zn2	Zn2+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	pyr	Pyruvic Acid
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	ca2	Ca2+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	cl	Cl-
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	cobalt2	Co2+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	cu2	Cu2+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	fe2	Fe2+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	fe3	Fe3+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	h2o	H2O
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	h	H+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	k	K+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	mg2	Mg
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	mn2	Mn2+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	mobd	Molybdate
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	na1	Na+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	nh4	Ammonium
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	ni2	Ni2+
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	o2	O2
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	pi	Phosphate
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	so4	Sulfate
pyr_medium	M9 medium containing Pyruvic Acid as sole carbon source	zn2	Zn2+
